reactants,products
Cl[C:1]([O:2][CH2:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8].[CH3:9][C:10](=[O:11])[O:12][C@@H:13]1[C@@H:14]([CH3:15])[O:16][C@@H:17]([n:18]2[cH:19][c:20]([F:21])[c:22]([NH2:23])[n:24][c:25]2=[O:26])[C@@H:27]1[O:28][C:29]([CH3:30])=[O:31],[C:1]([O:2][CH2:3][C:4]([CH3:5])([CH3:6])[CH3:7])(=[O:8])[NH:23][c:22]1[c:20]([F:21])[cH:19][n:18]([C@@H:17]2[O:16][C@H:14]([CH3:15])[C@@H:13]([O:12][C:10]([CH3:9])=[O:11])[C@H:27]2[O:28][C:29]([CH3:30])=[O:31])[c:25](=[O:26])[n:24]1
[CH3:1][C:2](=[O:3])[O:4][CH:5]1[CH:6]([O:7][Si:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[C:21]([CH3:22])([CH3:23])[CH3:24])[CH:25]([CH2:26][OH:27])[O:28][CH:29]1[n:30]1[cH:31][cH:32][c:33](=[O:34])[nH:35][c:36]1=[O:37],[CH3:1][C:2](=[O:3])[O:4][CH:5]1[CH:6]([O:7][Si:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[C:21]([CH3:22])([CH3:23])[CH3:24])[CH:25]([CH:26]=[O:27])[O:28][CH:29]1[n:30]1[cH:31][cH:32][c:33](=[O:34])[nH:35][c:36]1=[O:37]
O=[CH:1][c:2]1[cH:3][cH:4][cH:5][cH:6][n:7]1.[NH2:8][c:9]1[cH:10][cH:11][cH:12][c:13](-[c:14]2[c:15]([CH2:16][c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[cH:23][n:24][c:25]3[c:26]([C:27]([F:28])([F:29])[F:30])[cH:31][cH:32][cH:33][c:34]23)[cH:35]1,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][n:7]1)[NH:8][c:9]1[cH:10][cH:11][cH:12][c:13](-[c:14]2[c:15]([CH2:16][c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[cH:23][n:24][c:25]3[c:26]([C:27]([F:28])([F:29])[F:30])[cH:31][cH:32][cH:33][c:34]23)[cH:35]1
O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]([C:6]([NH:7][C@H:8]([C:9]([O:10][CH3:11])=[O:12])[CH2:13][c:14]2[cH:15][cH:16][c:17](-[c:18]3[cH:19][cH:20][cH:21][cH:22][c:23]3[O:24][CH3:25])[cH:26][cH:27]2)=[O:28])[c:29]([Cl:30])[cH:31]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]([NH:7][C@H:8]([C:9]([O:10][CH3:11])=[O:12])[CH2:13][c:14]2[cH:15][cH:16][c:17](-[c:18]3[cH:19][cH:20][cH:21][cH:22][c:23]3[O:24][CH3:25])[cH:26][cH:27]2)=[O:28])[c:29]([Cl:30])[cH:31]1
C[O:1][C:2](=[O:3])[CH2:4][c:5]1[cH:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][CH2:14][NH2:15])[cH:16][c:17]2[n:18]([CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[c:26]1=[O:27],[OH:1][C:2](=[O:3])[CH2:4][c:5]1[cH:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][CH2:14][NH2:15])[cH:16][c:17]2[n:18]([CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[c:26]1=[O:27]
O[C:1]([C:2]([CH3:3])=[O:4])=[O:5].[CH3:6][CH:7]([C:8](=[O:9])[NH:10][CH:11]([C:12](=[O:13])[N:14]1[CH2:15][CH2:16][CH:17]2[NH:18][CH2:19][CH:20]([CH2:21][O:22][c:23]3[cH:24][cH:25][c:26]([F:27])[c:28]([F:29])[cH:30]3)[CH:31]12)[C:32]([CH3:33])([CH3:34])[CH3:35])[N:36]([CH3:37])[C:38](=[O:39])[O:40][C:41]([CH3:42])([CH3:43])[CH3:44],[C:1]([C:2]([CH3:3])=[O:4])(=[O:5])[N:18]1[CH:17]2[CH2:16][CH2:15][N:14]([C:12]([CH:11]([NH:10][C:8]([CH:7]([CH3:6])[N:36]([CH3:37])[C:38](=[O:39])[O:40][C:41]([CH3:42])([CH3:43])[CH3:44])=[O:9])[C:32]([CH3:33])([CH3:34])[CH3:35])=[O:13])[CH:31]2[CH:20]([CH2:21][O:22][c:23]2[cH:24][cH:25][c:26]([F:27])[c:28]([F:29])[cH:30]2)[CH2:19]1
I[CH3:1].[CH3:2][CH:3]([CH3:4])[c:5]1[c:6](-[c:7]2[cH:8][cH:9][c:10]([Cl:11])[cH:12][cH:13]2)[c:14](=[O:15])[c:16]2[cH:17][cH:18][c:19]([O:20][CH2:21][c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[c:28]([OH:29])[c:30]2[o:31]1,[CH3:1][O:29][c:28]1[c:19]([O:20][CH2:21][c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[cH:18][cH:17][c:16]2[c:14](=[O:15])[c:6](-[c:7]3[cH:8][cH:9][c:10]([Cl:11])[cH:12][cH:13]3)[c:5]([CH:3]([CH3:2])[CH3:4])[o:31][c:30]21
Br[c:1]1[cH:2][c:3]([C:4]([O:5][CH2:6][CH3:7])=[O:8])[s:9][cH:10]1.[Cu][C:11]#[N:12],[c:1]1([C:11]#[N:12])[cH:2][c:3]([C:4]([O:5][CH2:6][CH3:7])=[O:8])[s:9][cH:10]1
F[c:1]1[c:2](-[c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[c:9]([CH3:10])[c:11]([C:12]#[N:13])[c:14]2[n:15][c:16]([NH:17][CH2:18][CH2:19][CH2:20][C:21]([O:22][CH2:23][CH3:24])=[O:25])[o:26][c:27]12.[CH3:28][N:29]([CH3:30])[C@H:31]1[CH2:32][CH2:33][NH:34][CH2:35]1,[c:1]1([N:34]2[CH2:33][CH2:32][C@H:31]([N:29]([CH3:28])[CH3:30])[CH2:35]2)[c:2](-[c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[c:9]([CH3:10])[c:11]([C:12]#[N:13])[c:14]2[n:15][c:16]([NH:17][CH2:18][CH2:19][CH2:20][C:21]([O:22][CH2:23][CH3:24])=[O:25])[o:26][c:27]12
O=[CH:1][C:2]([CH3:3])=[O:4].[NH2:5][NH:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,[CH:1]([C:2]([CH3:3])=[O:4])=[N:5][NH:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1
Br[c:1]1[cH:2][cH:3][c:4]([CH2:5][CH2:6][N:7]([C:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[CH2:15][C@H:16]([OH:17])[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[cH:24][cH:25]1.CC1(C)OB([c:26]2[cH:27][cH:28][c:29]([C:30]([O:31][CH3:32])=[O:33])[c:34](-[c:35]3[cH:36][cH:37][cH:38][s:39]3)[cH:40]2)OC1(C)C,[c:1]1(-[c:26]2[cH:27][cH:28][c:29]([C:30]([O:31][CH3:32])=[O:33])[c:34](-[c:35]3[cH:36][cH:37][cH:38][s:39]3)[cH:40]2)[cH:2][cH:3][c:4]([CH2:5][CH2:6][N:7]([C:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[CH2:15][C@H:16]([OH:17])[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[cH:24][cH:25]1
CC[O:1][C:2](=[O:3])[c:4]1[cH:5][n:6][c:7]([CH2:8][NH:9][C:10](=[O:11])[O:12][C:13]([CH3:14])([CH3:15])[CH3:16])[c:17]2[c:18]([O:19][CH3:20])[cH:21][c:22]([O:23][CH3:24])[cH:25][c:26]12,[OH:1][C:2](=[O:3])[c:4]1[cH:5][n:6][c:7]([CH2:8][NH:9][C:10](=[O:11])[O:12][C:13]([CH3:14])([CH3:15])[CH3:16])[c:17]2[c:18]([O:19][CH3:20])[cH:21][c:22]([O:23][CH3:24])[cH:25][c:26]12
Br[c:1]1[cH:2][c:3]([CH:4]=[O:5])[c:6]2[c:7]([cH:8]1)[cH:9][cH:10][o:11]2.CCCC[Sn](CCCC)(CCCC)[c:12]1[cH:13][n:14][n:15][n:16]1[CH3:17],[c:1]1(-[c:12]2[cH:13][n:14][n:15][n:16]2[CH3:17])[cH:2][c:3]([CH:4]=[O:5])[c:6]2[c:7]([cH:8]1)[cH:9][cH:10][o:11]2
O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]([NH:6][C:7]([C:8](=[CH2:9])[CH3:10])=[O:11])[cH:12][cH:13]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([NH:6][C:7]([C:8](=[CH2:9])[CH3:10])=[O:11])[cH:12][cH:13]1
O[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6](-[n:7]2[c:8]3[cH:9][cH:10][c:11]([CH3:12])[cH:13][c:14]3[n:15][cH:16]2)[cH:17]1)=[O:18].[CH2:19]1[CH2:20][O:21][CH2:22][CH2:23][NH:24]1,[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6](-[n:7]2[c:8]3[cH:9][cH:10][c:11]([CH3:12])[cH:13][c:14]3[n:15][cH:16]2)[cH:17]1)(=[O:18])[N:24]1[CH2:19][CH2:20][O:21][CH2:22][CH2:23]1
[CH3:1][CH2:2][CH2:3][N:4]=[C:5]=[O:6].[CH:7]#[C:8][CH2:9][N:10]1[C:11](=[O:12])[CH2:13][O:14][c:15]2[cH:16][c:17]([F:18])[c:19]([NH2:20])[cH:21][c:22]21,[CH3:1][CH2:2][CH2:3][NH:4][C:5](=[O:6])[NH:20][c:19]1[c:17]([F:18])[cH:16][c:15]2[c:22]([cH:21]1)[N:10]([CH2:9][C:8]#[CH:7])[C:11](=[O:12])[CH2:13][O:14]2
COC[O:1][c:2]1[cH:3][c:4]([CH2:5][NH:6][C:7](=[O:8])[c:9]2[cH:10][cH:11][cH:12][n:13][c:14]2[NH2:15])[cH:16][cH:17][c:18]1[O:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,[OH:1][c:2]1[cH:3][c:4]([CH2:5][NH:6][C:7](=[O:8])[c:9]2[cH:10][cH:11][cH:12][n:13][c:14]2[NH2:15])[cH:16][cH:17][c:18]1[O:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1
Br[CH2:1][c:2]1[n:3][c:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])[s:10][cH:11]1.OB(O)[c:12]1[cH:13][c:14]([Cl:15])[cH:16][cH:17][c:18]1[O:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,[CH2:1]([c:2]1[n:3][c:4]([C:5]([O:6][CH2:7][CH3:8])=[O:9])[s:10][cH:11]1)[c:12]1[cH:13][c:14]([Cl:15])[cH:16][cH:17][c:18]1[O:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1
Cl[c:1]1[n:2][cH:3][cH:4][c:5](-[c:6]2[c:7](-[c:8]3[cH:9][cH:10][c:11]([O:12][CH3:13])[c:14]([C:15](=[O:16])[NH:17][c:18]4[c:19]([F:20])[cH:21][cH:22][cH:23][c:24]4[F:25])[cH:26]3)[n:27][c:28]3[cH:29][cH:30][cH:31][cH:32][n:33]23)[n:34]1.[CH3:35][O:36][c:37]1[cH:38][c:39]([CH2:40][CH2:41][N:42]2[CH2:43][CH2:44][O:45][CH2:46][CH2:47]2)[c:48]([F:49])[cH:50][c:51]1[NH2:52],[c:1]1([NH:52][c:51]2[c:37]([O:36][CH3:35])[cH:38][c:39]([CH2:40][CH2:41][N:42]3[CH2:43][CH2:44][O:45][CH2:46][CH2:47]3)[c:48]([F:49])[cH:50]2)[n:2][cH:3][cH:4][c:5](-[c:6]2[c:7](-[c:8]3[cH:9][cH:10][c:11]([O:12][CH3:13])[c:14]([C:15](=[O:16])[NH:17][c:18]4[c:19]([F:20])[cH:21][cH:22][cH:23][c:24]4[F:25])[cH:26]3)[n:27][c:28]3[cH:29][cH:30][cH:31][cH:32][n:33]23)[n:34]1
O[C:1]([c:2]1[cH:3][n:4][c:5]2[cH:6][c:7]([CH3:8])[c:9](-[c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[C:16]([F:17])([F:18])[F:19])[n:20][n:21]12)=[O:22].[NH2:23][c:24]1[cH:25][cH:26][n:27][cH:28][cH:29]1,[C:1]([c:2]1[cH:3][n:4][c:5]2[cH:6][c:7]([CH3:8])[c:9](-[c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[C:16]([F:17])([F:18])[F:19])[n:20][n:21]12)(=[O:22])[NH:23][c:24]1[cH:25][cH:26][n:27][cH:28][cH:29]1
O=C(O[OH:1])c1cccc(Cl)c1.[CH2:2]=[CH:3][C:4]([CH3:5])([CH3:6])[O:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH3:23],[O:1]1[CH2:2][CH:3]1[C:4]([CH3:5])([CH3:6])[O:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH3:23]
Br[c:1]1[cH:2][n:3][c:4]([NH:5][C:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH2:12][C:13]([O:14][CH2:15][CH3:16])=[O:17])[cH:18][c:19]2[C:20](=[O:21])[CH:22]2[CH2:23][CH2:24][CH2:25][CH2:26]2)=[O:27])[s:28]1.[SH:29][c:30]1[cH:31][cH:32][cH:33][cH:34][n:35]1,[c:1]1([S:29][c:30]2[cH:31][cH:32][cH:33][cH:34][n:35]2)[cH:2][n:3][c:4]([NH:5][C:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH2:12][C:13]([O:14][CH2:15][CH3:16])=[O:17])[cH:18][c:19]2[C:20](=[O:21])[CH:22]2[CH2:23][CH2:24][CH2:25][CH2:26]2)=[O:27])[s:28]1
Cl[S:1]([CH3:2])(=[O:3])=[O:4].[CH3:5][CH:6]([CH3:7])[O:8][CH:9]([C:10](=[O:11])[N:12]1[C:13](=[O:14])[O:15][CH2:16][CH:17]1[CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[CH:25]([OH:26])[c:27]1[cH:28][cH:29][cH:30][c:31]([O:32][CH2:33][c:34]2[cH:35][cH:36][cH:37][cH:38][cH:39]2)[cH:40]1,[S:1]([CH3:2])(=[O:3])(=[O:4])[O:26][C@@H:25]([C@H:9]([O:8][CH:6]([CH3:5])[CH3:7])[C:10](=[O:11])[N:12]1[C:13](=[O:14])[O:15][CH2:16][C@@H:17]1[CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[c:27]1[cH:28][cH:29][cH:30][c:31]([O:32][CH2:33][c:34]2[cH:35][cH:36][cH:37][cH:38][cH:39]2)[cH:40]1
Br[CH2:1][C:2]#[CH:3].[CH3:4][c:5]1[n:6][c:7]2[cH:8][n:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[c:16]2[n:17]1[CH2:18][CH2:19][CH2:20][CH2:21][OH:22],[CH2:1]([C:2]#[CH:3])[O:22][CH2:21][CH2:20][CH2:19][CH2:18][n:17]1[c:5]([CH3:4])[n:6][c:7]2[cH:8][n:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[c:16]21
CC(C)(C)OC(=O)[NH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([S:7][c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[N+:14](=[O:15])[O-:16])[cH:17][n:18]([CH2:19][c:20]3[cH:21][c:22]([F:23])[cH:24][c:25]([F:26])[cH:27]3)[c:28]2[cH:29]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([S:7][c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[N+:14](=[O:15])[O-:16])[cH:17][n:18]([CH2:19][c:20]3[cH:21][c:22]([F:23])[cH:24][c:25]([F:26])[cH:27]3)[c:28]2[cH:29]1
Cl[CH:1]1[C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7]1.[cH:8]1[cH:9][cH:10][c:11]([CH2:12][O:13][c:14]2[cH:15][cH:16][c:17]3[n:18][cH:19][nH:20][c:21]3[n:22]2)[cH:23][cH:24]1,[CH:1]1([n:20]2[cH:19][n:18][c:17]3[cH:16][cH:15][c:14]([O:13][CH2:12][c:11]4[cH:10][cH:9][cH:8][cH:24][cH:23]4)[n:22][c:21]32)[C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7]1
O=[C:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])[CH:7]1[CH2:8][CH2:9][c:10]2[c:11]([cH:12][n:13][n:14]2[C:15]([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)([c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[c:28]2[cH:29][cH:30][cH:31][cH:32][cH:33]2)[C:34]1=O.[NH2:35][NH:36][CH2:37][CH2:38][OH:39],[c:1]1([C:2]([O:3][CH2:4][CH3:5])=[O:6])[c:7]2[c:34]([n:36]([CH2:37][CH2:38][OH:39])[n:35]1)-[c:11]1[c:10]([n:14]([C:15]([c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)([c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[c:28]3[cH:29][cH:30][cH:31][cH:32][cH:33]3)[n:13][cH:12]1)[CH2:9][CH2:8]2
CC(C)(C)OC(=O)[NH:1][C@H:2]([C:3]([O:4][CH2:5][C@H:6]1[O:7][CH:8]([n:9]2[cH:10][c:11]([CH3:12])[c:13](=[O:14])[nH:15][c:16]2=[O:17])[C@:18]([CH3:19])([F:20])[C:21]1([CH3:22])[OH:23])=[O:24])[CH3:25],[NH2:1][CH:2]([C:3]([O:4][CH2:5][C@H:6]1[O:7][CH:8]([n:9]2[cH:10][c:11]([CH3:12])[c:13](=[O:14])[nH:15][c:16]2=[O:17])[C@:18]([CH3:19])([F:20])[C:21]1([CH3:22])[OH:23])=[O:24])[CH3:25]
CCC(=O)[O:1][C:2](=[O:3])[CH2:4][CH3:5].O=[CH:6][c:7]1[cH:8][cH:9][cH:10][c:11]([N+:12](=[O:13])[O-:14])[cH:15]1,[OH:1][C:2](=[O:3])[C:4]([CH3:5])=[CH:6][c:7]1[cH:8][cH:9][cH:10][c:11]([N+:12](=[O:13])[O-:14])[cH:15]1
Cl[C:1](=[O:2])[O:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[CH3:10][c:11]1[c:12](-[c:13]2[cH:14][n:15][n:16]([CH3:17])[cH:18]2)[n:19][n:20](-[c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[c:27]1[NH2:28],[C:1](=[O:2])([O:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[NH:28][c:27]1[c:11]([CH3:10])[c:12](-[c:13]2[cH:14][n:15][n:16]([CH3:17])[cH:18]2)[n:19][n:20]1-[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1
O[C:1]([c:2]1[cH:3][cH:4][c:5]([CH:6]([CH2:7][CH2:8][CH3:9])[NH:10][c:11]2[cH:12][cH:13][c:14](-[n:15]3[cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][n:23]3)[cH:24][cH:25]2)[cH:26][cH:27]1)=[O:28].[CH3:29][CH2:30][O:31][C:32](=[O:33])[CH2:34][CH2:35][NH2:36],[C:1]([c:2]1[cH:3][cH:4][c:5]([CH:6]([CH2:7][CH2:8][CH3:9])[NH:10][c:11]2[cH:12][cH:13][c:14](-[n:15]3[cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][n:23]3)[cH:24][cH:25]2)[cH:26][cH:27]1)(=[O:28])[NH:36][CH2:35][CH2:34][C:32]([O:31][CH2:30][CH3:29])=[O:33]
OB(O)[c:1]1[cH:2][cH:3][c:4]([NH:5][S:6]([CH3:7])(=[O:8])=[O:9])[cH:10][cH:11]1.[O:12]=[C:13]([c:14]1[cH:15][cH:16][c:17]2[nH:18][c:19]([C:20](=[O:21])[N:22]3[CH2:23][CH2:24][C:25]([F:26])([F:27])[CH2:28][CH2:29]3)[cH:30][c:31]2[cH:32]1)[N:33]1[CH2:34][CH2:35][N:36]([CH:37]2[CH2:38][CH2:39][CH2:40]2)[CH2:41][CH2:42]1,[c:1]1(-[n:18]2[c:17]3[cH:16][cH:15][c:14]([C:13](=[O:12])[N:33]4[CH2:34][CH2:35][N:36]([CH:37]5[CH2:38][CH2:39][CH2:40]5)[CH2:41][CH2:42]4)[cH:32][c:31]3[cH:30][c:19]2[C:20](=[O:21])[N:22]2[CH2:23][CH2:24][C:25]([F:26])([F:27])[CH2:28][CH2:29]2)[cH:2][cH:3][c:4]([NH:5][S:6]([CH3:7])(=[O:8])=[O:9])[cH:10][cH:11]1
O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[nH:9][c:10](=[S:11])[n:12](-[c:13]1[n:14][cH:15][cH:16][cH:17][n:18]1)[c:19]2=[O:20].[NH2:21][CH2:22][c:23]1[cH:24][cH:25][c:26]([Cl:27])[cH:28][cH:29]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[nH:9][c:10](=[S:11])[n:12](-[c:13]1[n:14][cH:15][cH:16][cH:17][n:18]1)[c:19]2=[O:20])[NH:21][CH2:22][c:23]1[cH:24][cH:25][c:26]([Cl:27])[cH:28][cH:29]1
O=[CH:1][CH2:2][CH2:3][CH2:4][O:5][c:6]1[n:7][c:8]2[nH:9][c:10](=[O:11])[cH:12][c:13]([CH3:14])[c:15]2[cH:16][cH:17]1.[Cl:18][c:19]1[cH:20][cH:21][cH:22][c:23]([N:24]2[CH2:25][CH2:26][NH:27][CH2:28][CH2:29]2)[c:30]1[Cl:31],[CH2:1]([CH2:2][CH2:3][CH2:4][O:5][c:6]1[n:7][c:8]2[nH:9][c:10](=[O:11])[cH:12][c:13]([CH3:14])[c:15]2[cH:16][cH:17]1)[N:27]1[CH2:26][CH2:25][N:24]([c:23]2[cH:22][cH:21][cH:20][c:19]([Cl:18])[c:30]2[Cl:31])[CH2:29][CH2:28]1
Br[c:1]1[cH:2][c:3]2[c:4]([cH:5][cH:6]1)[N:7]([S:8]([c:9]1[cH:10][cH:11][c:12]([C:13]#[N:14])[cH:15][cH:16]1)(=[O:17])=[O:18])[CH2:19][CH2:20]2.CC1(C)OB([B:25]2[O:24][C:22]([CH3:21])([CH3:23])[C:27]([CH3:28])([CH3:29])[O:26]2)OC1(C)C,[c:1]1([B:25]2[O:24][C:22]([CH3:21])([CH3:23])[C:27]([CH3:28])([CH3:29])[O:26]2)[cH:2][c:3]2[c:4]([cH:5][cH:6]1)[N:7]([S:8]([c:9]1[cH:10][cH:11][c:12]([C:13]#[N:14])[cH:15][cH:16]1)(=[O:17])=[O:18])[CH2:19][CH2:20]2
Br[CH2:1][C:2]([O:3][CH3:4])=[O:5].[N:6]#[C:7][c:8]1[cH:9][nH:10][cH:11][c:12]1-[c:13]1[cH:14][c:15]([Cl:16])[cH:17][c:18]([Cl:19])[cH:20]1,[CH2:1]([C:2]([O:3][CH3:4])=[O:5])[n:10]1[cH:9][c:8]([C:7]#[N:6])[c:12](-[c:13]2[cH:14][c:15]([Cl:16])[cH:17][c:18]([Cl:19])[cH:20]2)[cH:11]1
Br[c:1]1[cH:2][cH:3][cH:4][c:5]([CH:6]2[C:7]([CH3:8])([CH3:9])[CH2:10][c:11]3[cH:12][c:13]([C:14](=[O:15])[OH:16])[cH:17][cH:18][c:19]3[NH:20]2)[cH:21]1.[O:22]=[c:23]1[nH:24][cH:25][n:26][c:27]2[c:28]1[CH2:29][CH2:30][N:31]([CH2:32][c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1)[CH2:39]2,[c:1]1(-[n:24]2[c:23](=[O:22])[c:28]3[c:27]([n:26][cH:25]2)[CH2:39][N:31]([CH2:32][c:33]2[cH:34][cH:35][cH:36][cH:37][cH:38]2)[CH2:30][CH2:29]3)[cH:2][cH:3][cH:4][c:5]([CH:6]2[C:7]([CH3:8])([CH3:9])[CH2:10][c:11]3[cH:12][c:13]([C:14](=[O:15])[OH:16])[cH:17][cH:18][c:19]3[NH:20]2)[cH:21]1
CO[C:1](=[O:2])[c:3]1[cH:4][n:5][n:6]([C:7]([CH3:8])([CH3:9])[CH3:10])[cH:11]1,[CH2:1]([OH:2])[c:3]1[cH:4][n:5][n:6]([C:7]([CH3:8])([CH3:9])[CH3:10])[cH:11]1
O=[CH:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][c:8]3[n:9][cH:10][c:11]([C:12]#[N:13])[c:14]([NH:15][c:16]4[cH:17][c:18]([O:19][CH3:20])[c:21]([Cl:22])[cH:23][c:24]4[Cl:25])[c:26]3[cH:27][cH:28]2)[o:29]1.[CH2:30]1[CH2:31][O:32][CH2:33][CH2:34][NH:35]1,[CH2:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][c:8]3[n:9][cH:10][c:11]([C:12]#[N:13])[c:14]([NH:15][c:16]4[cH:17][c:18]([O:19][CH3:20])[c:21]([Cl:22])[cH:23][c:24]4[Cl:25])[c:26]3[cH:27][cH:28]2)[o:29]1)[N:35]1[CH2:30][CH2:31][O:32][CH2:33][CH2:34]1
F[c:1]1[c:2]([CH:3]=[O:4])[cH:5][c:6]([Br:7])[cH:8][cH:9]1.[CH3:10][CH2:11][O:12][C:13](=[O:14])[CH2:15][c:16]1[cH:17][cH:18][c:19]([O:20][CH3:21])[c:22]([OH:23])[cH:24]1,[c:1]1([O:23][c:22]2[c:19]([O:20][CH3:21])[cH:18][cH:17][c:16]([CH2:15][C:13]([O:12][CH2:11][CH3:10])=[O:14])[cH:24]2)[c:2]([CH:3]=[O:4])[cH:5][c:6]([Br:7])[cH:8][cH:9]1
Cl[Sn:1]([CH2:2][CH2:3][CH2:4][CH3:5])([CH2:6][CH2:7][CH2:8][CH3:9])[CH2:10][CH2:11][CH2:12][CH3:13].[cH:14]1[cH:15][s:16][cH:17][n:18]1,[Sn:1]([CH2:2][CH2:3][CH2:4][CH3:5])([CH2:6][CH2:7][CH2:8][CH3:9])([CH2:10][CH2:11][CH2:12][CH3:13])[c:17]1[s:16][cH:15][cH:14][n:18]1
O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][CH2:8][c:9]2[cH:10][cH:11][c:12]([CH2:13][CH3:14])[cH:15][n:16]2)[cH:17][cH:18]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][CH2:8][c:9]2[cH:10][cH:11][c:12]([CH2:13][CH3:14])[cH:15][n:16]2)[cH:17][cH:18]1
